Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,S0 /health,334812,0,13,27.883184447987563,0.8627999995951541,173.90549999981886,15.0,1593.0320152669167,0.0,13,25,43,45,87,90,96,100,110,150,170
,Aggregated,334812,0,13,27.883184447987563,0.8627999995951541,173.90549999981886,15.0,1593.0320152669167,0.0,13,25,43,45,87,90,96,100,110,150,170
