Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,s1 /builds,34667,0,95,105.82220031153268,40.844099999958416,483.6704000008467,466.0,144.5192368243938,0.0,95,120,150,150,200,200,210,210,340,410,480
,Aggregated,34667,0,95,105.82220031153268,40.844099999958416,483.6704000008467,466.0,144.5192368243938,0.0,95,120,150,150,200,200,210,210,340,410,480
